Domanda,Testo,Stralcio,Repertorio
,"Spesso, la scarsa accuratezza mostrata dal bambino con ADHD nell'esecuzione di un compito è dovuta ad alcuni fattori specifici, quali:
- difficoltà a mantenere l'attenzione per un tempo prolungato;
- difficoltà a porre la necessaria attenzione alle consegne date oral-
mente o per iscritto;
- tendenza ad affrontare lo svolgimento di un lavoro in modo
impulsivo, senza pianificare correttamente il modo di procedere
adeguato;
- procedure di controllo poco efficaci durante/a conclusione del
lavoro.
Molti errori di svolgimento sono dovuti a scarsa attenzione alle consegne: il bambino fa il tema facendo riferimento solo a una parte del titolo, oppure omette parte di quanto richiesto in istruzioni di tipo seriale perché non le ha lette fino in fondo. ","Spesso, la scarsa accuratezza mostrata dal bambino con ADHD nell'esecuzione di un compito è dovuta ad alcuni fattori specifici, quali:
- difficoltà a mantenere l'attenzione per un tempo prolungato;
- difficoltà a porre la necessaria attenzione alle consegne date oralmente o per iscritto;
- tendenza ad affrontare lo svolgimento di un lavoro in modo impulsivo, senza pianificare correttamente il modo di procedere adeguato;
- procedure di controllo poco efficaci durante/a conclusione del lavoro.",CAUSA
,,Molti errori di svolgimento sono dovuti a scarsa attenzione alle consegne:  ,CAUSA
,,"il bambino fa il tema facendo riferimento solo a una parte del titolo, oppure omette parte di quanto richiesto in istruzioni di tipo seriale perché non le ha lette fino in fondo. ",SPECIFICAZIONE 
,,"Il bambino con ADHD ha spesso importanti difficoltà nell'individuare e applicare utili strategie di controllo del proprio livello attentivo e della correttezza del lavoro in svolgimento, sia durante il compito che a lavoro terminato.",SANCIRE
,"Con i bambini con ADHD, ci si trova spesso di fronte a situazioni nelle quali il bambino sa, in linea teorica, cosa e come dovrebbe fare, ma non utilizza questa informazione al momento giusto, non si rende conto che è proprio quella, in cui si trova in quel momento, la situazione in cui ad esempio bisogna aspettare il proprio turno o ricordarsi di alzare la mano. Spesso i meccanismi di controllo del bambino sono poco attivi ed è evidente una scarsa abilità di regolare il proprio comportamento in relazione al contesto. La difficoltà a livello di autoregolazione dei meccanismi di controllo si manifesta anche durante lo svolgimento di compiti: il bambino spontaneamente appare poco portato a verificare la qualità del proprio lavoro, sia durante che al termine del compito. ","Con i bambini con ADHD, ci si trova spesso di fronte a situazioni nelle quali il bambino sa, in linea teorica, cosa e come dovrebbe fare, ma non utilizza questa informazione al momento giusto,",SANCIRE 
,,"non si rende conto che è proprio quella, in cui si trova in quel momento, la situazione in cui ad esempio bisogna aspettare il proprio turno o ricordarsi di alzare la mano",SPECIFICAZIONE 
,,Spesso i meccanismi di controllo del bambino sono poco attivi ed è evidente una scarsa abilità di regolare il proprio comportamento in relazione al contesto.,SANCIRE
,,La difficoltà a livello di autoregolazione dei meccanismi di controllo si manifesta anche durante lo svolgimento di compiti:,SANCIRE 
,," il bambino spontaneamente appare poco portato a verificare la qualità del proprio lavoro, sia durante che al termine del compito.",SPECIFICAZIONE 
,"Molti bambini con ADHD, abituati a continui rimproveri, assegnano poco peso alla qualità (positiva o negativa) dell'attenzione rivolta loro dagli adulti, e si limitano ad apprezzare, talvolta provocando anche apertamente, qualsiasi forma di attenzione, gratificante o punitiva che sia.
Per molti bambini le note non sono una punizione, ma una forma speciale di attenzione. ","Molti bambini con ADHD, abituati a continui rimproveri, assegnano poco peso alla qualità (positiva o negativa) dell'attenzione rivolta loro dagli adulti, e si limitano ad apprezzare, talvolta provocando anche apertamente, qualsiasi forma di attenzione, gratificante o punitiva che sia.",SANCIRE 
,,"Per molti bambini le note non sono una punizione, ma una forma speciale di attenzione.",CONTRAPPOSIZIONE
," I compiti per casa sono una delle principali fonti di irritazione e di difficoltà tra genitori e figli. E il problema si ingigantisce quando si tratta di bambini con ADHD. I genitori di questi bambini si lamentano spesso per i compiti a casa e molti di loro sarebbero contenti, come pure i loro figli, se i compiti a casa non venissero dati.
I problemi riguardanti i compiti a casa spesso cominciano a scuola e continuano fino a quando i compiti vengono riconsegnati il giorno dopo.", I compiti per casa sono una delle principali fonti di irritazione e di difficoltà tra genitori e figli. E il problema si ingigantisce quando si tratta di bambini con ADHD.,SANCIRE 
,,"I genitori di questi bambini si lamentano spesso per i compiti a casa e molti di loro sarebbero contenti, come pure i loro figli, se i compiti a casa non venissero dati.",COMMENTO 
,,I problemi riguardanti i compiti a casa spesso cominciano a scuola e continuano fino a quando i compiti vengono riconsegnati il giorno dopo.,DESCRIZIONE 
,"Una minoranza di bambini con ADHD, specialmente tra quelli ben dotati intellettivamente, è molto veloce e sbrigativa nel fare i compiti in quanto vuole liberarsi al più presto di tale fastidio. I compiti risulteranno, quasi sempre, svolti in modo superficiale con molti errori di distrazione.
La maggior parte dei bambini con ADHD impiega invece una gran quantità di tempo per terminare i compiti. 
Molti di questi bambini semplicemente non sono in grado di fare troppi compiti e in questo caso una riduzione della quantità del lavoro assegnato per casa potrebbe essere necessaria. 
È inoltre importante tenere conto del fatto che a volte la percezione del bambino circa le difficoltà da affrontare è influenzata dalle difficoltà sperimentate a scuola solo poche ore prima.","Una minoranza di bambini con ADHD,  è molto veloce e sbrigativa nel fare i compiti in quanto vuole liberarsi al più presto di tale fastidio",CAUSA
,,"specialmente tra quelli ben dotati intellettivamente,",SPECIFICAZIONE 
,,"I compiti risulteranno, quasi sempre, svolti in modo superficiale con molti errori di distrazione.",SANCIRE 
,,"La maggior parte dei bambini con ADHD impiega invece una gran quantità di tempo per terminare i compiti. 
",SANCIRE 
,,Molti di questi bambini semplicemente non sono in grado di fare troppi compiti ,SANCIRE 
,,È inoltre importante tenere conto del fatto che a volte la percezione del bambino circa le difficoltà da affrontare è influenzata dalle difficoltà sperimentate a scuola solo poche ore prima.,CAUSA
,"Una delle caratteristiche del bambino con ADHD è la sua difficoltà a stabilire rapporti positivi con i coetanei. Questo è dovuto soprattutto all'impulsività e all'insicurezza con cui egli spesso si pone nei rapporti interpersonali. Se poi aggiungiamo il fatto che il disturbo da lui arrecato in classe risulta fastidioso anche per maggior parte dei compagni, è facile capire come un alunno con tali modalità di comportamento a volte finisca per risultare piuttosto
«antipatico) ed essere rifiutato dagli altri bambini. ",Una delle caratteristiche del bambino con ADHD è la sua difficoltà a stabilire rapporti positivi con i coetanei.,SANCIRE 
,,Questo è dovuto soprattutto all'impulsività e all'insicurezza con cui egli spesso si pone nei rapporti interpersonali.,CAUSA
,,"Se poi aggiungiamo il fatto che il disturbo da lui arrecato in classe risulta fastidioso anche per maggior parte dei compagni, è facile capire come un alunno con tali modalità di comportamento a volte finisca per risultare piuttosto «antipatico ed essere rifiutato dagli altri bambini.",VALUTAZIONE
,"I bambini molto riservati e inibiti si avvicinano al gruppo in maniera cauta e timida, mentre quelli iperattivi o aggressivi spiccano nel gruppo, spesso alterando il corso dell'azione e mettendosi al centro dell'attenzione.","I bambini molto riservati e inibiti si avvicinano al gruppo in maniera cauta e timida, ",COMMENTO 
,,"mentre quelli iperattivi o aggressivi spiccano nel gruppo, spesso alterando il corso dell'azione e mettendosi al centro dell'attenzione.",SANCIRE 
,"I bambini con ADHD, per le difficoltà più volte menzionate, vanno incontro a un maggior numero di insuccessi, percependo un minore senso di competenza in più àmbiti e raccogliendo frequenti manifestazioni di disapprovazione da parte dell'adulto.
 Questi elementi fanno sì che il divario tra sé reale e sé ideale diventi via via più marcato.","I bambini con ADHD, per le difficoltà più volte menzionate, vanno incontro a un maggior numero di insuccessi, percependo un minore senso di competenza in più àmbiti e raccogliendo frequenti manifestazioni di disapprovazione da parte dell'adulto",CAUSA
,,Questi elementi fanno sì che il divario tra sé reale e sé ideale diventi via via più marcato.,CAUSA
,"Di norma preferiscono orientare l'attenzione verso attività immediatamente gratificanti, evitando quelle che necessitano di un lavoro impegnativo per poter avere subito un riconoscimento e un'approvazione; questo porta alal continua ricerca di nuovi stimoli, interessanti e divertenti. Eppure, i bambini con ADHD riescono a portare a termine i compiti quando sono seguiti individualmente e se vengono aiutati sistematicamente a focalizzare e a mantenere l'attenzione.","Di norma preferiscono orientare l'attenzione verso attività immediatamente gratificanti, evitando quelle che necessitano di un lavoro impegnativo per poter avere subito un riconoscimento e un'approvazione;",SANCIRE 
,,"questo porta alla continua ricerca di nuovi stimoli, interessanti e divertenti.",CAUSA
,,"Eppure, i bambini con ADHD riescono a portare a termine i compiti quando sono seguiti individualmente e se vengono aiutati sistematicamente a focalizzare e a mantenere l'attenzione.",RIDIMENSIONAMENTO 
,"L'impulsività si manifesta nella difficoltà a dilazionare una risposta, a inibire un comportamento inappropriato, ad attendere una gratificazione. Oltre a  una persistente impazienza, l'impulsività si manifesta anche nell'intraprendere azioni pericolose senza considerare le possibili conseguenze negative.","L'impulsività si manifesta nella difficoltà a dilazionare una risposta, a inibire un comportamento inappropriato, ad attendere una gratificazione.",SANCIRE 
,,"Oltre a  una persistente impazienza, l'impulsività si manifesta anche nell'intraprendere azioni pericolose senza considerare le possibili conseguenze negative.",SPECIFICAZIONE 
,"Dati raccolti in occasione dell'international consensus statement on ADHD e relativi soprattutto alla popolazione nordamericana, segnalano che frequentemente i bambini con ADHD evadono l'obbligo scolastico nel 32-40% dei casi, raramente arrivano all'università 5-10%, hanno pochi amici, mostrano una maggior frequenza di gravidanze precoci sono frequentemente coinvolti in attività antisociali,  e di malattie sessualmente trasmissibili, di incidenti stradali dovuti a velocità eccessiva e, in età adulta, soffrono spesso di depressione (20-30%) o di disturbi di personalità (18-25%). Sebbene i dati europei non sembrino essere così drammatici, è indubbio che la ripercussione sull'equilibrio personale, familiare, e più in generale, la ricaduta sociale dell'ADHD debbano essere sempre valutate con molta attenzione. ","Dati raccolti in occasione dell'international consensus statement on ADHD e relativi soprattutto alla popolazione nordamericana, segnalano che frequentemente i bambini con ADHD evadono l'obbligo scolastico nel 32-40% dei casi, raramente arrivano all'università 5-10%, hanno pochi amici, ",DESCRIZIONE
,,"mostrano una maggior frequenza di gravidanze precoci sono frequentemente coinvolti in attività antisociali, e di malattie sessualmente trasmissibili, di incidenti stradali dovuti a velocità eccessiva e, in età adulta, soffrono spesso di depressione (20-30%) o di disturbi di personalità (18-25%). ",SANCIRE 
,,"Sebbene i dati europei non sembrino essere così drammatici, ",RIDIMENSIONAMENTO 
,,"è indubbio che la ripercussione sull'equilibrio personale, familiare, e più in generale, la ricaduta sociale dell'ADHD debbano essere sempre valutate con molta attenzione. ",COMMENTO 
Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,"La percezione contemporanea di più stimoli  e la conseguente difficoltà a selezionare le informazioni (utili o non rilevanti), rende necessario che le persone intorno al bambino con ADHD lo aiutino a  identificare chiaramente le informazioni importanti e che queste vengano trattenute per il periodo sufficiente a creare un piano comportamentale, a metterlo in atto e a monitorarne l'efficace realizzazione. Allora oltre che essenziali è necessario essere anche rapidi.","La percezione contemporanea di più stimoli  e la conseguente difficoltà a selezionare le informazioni (utili o non rilevanti), rende necessario che le persone intorno al bambino con ADHD lo aiutino a  identificare chiaramente le informazioni importanti e che queste vengano trattenute per il periodo sufficiente a creare un piano comportamentale, a metterlo in atto e a monitorarne l'efficace realizzazione.  Allora oltre che essenziali è necessario essere anche rapidi. ",PRESCRIZIONE
